Row Names,image_auroc,pixel_auroc
mvtec_bottle,1.0,0.9868784671564661
mvtec_cable,0.991871921182266,0.984061373738699
mvtec_capsule,0.9565217391304348,0.9902757955375082
mvtec_carpet,0.9988290398126464,0.9916949133314387
mvtec_grid,1.0,0.9873102940132337
mvtec_hazelnut,1.0,0.9893003186310104
mvtec_leather,1.0,0.9937772895299736
mvtec_metal_nut,0.9987195902688861,0.8695616199313355
mvtec_pill,0.959866220735786,0.9803473821843223
mvtec_screw,0.9444911690496215,0.9945622409166186
mvtec_tile,0.9900645802285146,0.9622823295177741
mvtec_toothbrush,1.0,0.9864236622441909
mvtec_transistor,0.9947368421052631,0.9536039723290067
mvtec_wood,0.9839181286549707,0.9518133701931801
mvtec_zipper,0.9759868421052631,0.98910301040105
Mean,0.9863337382182434,0.9740664026437205
